pixel_feature_index,importance
111,0.0005342912477176696
1473,0.0005326369017355328
141,0.0005319420128494819
1067,0.0005318815004813016
1642,0.0005315497876022344
980,0.0005307344575462404
1144,0.0005304853435565749
1199,0.0005302825716770631
894,0.0005301035139392657
1487,0.0005295044971922631
1237,0.0005292660881376672
105,0.0005291021429948364
90,0.0005288992634038311
579,0.0005276183712943592
765,0.0005270515310038607
103,0.0005270151130395804
1845,0.0005249999893748911
1196,0.0005249435503335509
1557,0.0005241525515978888
89,0.0005226236863902783
195,0.0005218099447578008
2347,0.0005216314129104354
866,0.0005215319451493275
2178,0.0005201228075563681
1564,0.0005200812387755429
1554,0.0005199599518083595
1565,0.0005185235622144631
885,0.0005176285191838198
906,0.0005173806085070866
1035,0.000515299785737067
633,0.0005151539281907397
4,0.0005141705484821261
1562,0.0005140687316123149
99,0.000513989655846497
619,0.0005129973177288404
1685,0.0005128212581473864
1723,0.0005126036665322087
85,0.0005123980212306987
2,0.0005123580885593593
1459,0.0005121188746199592
635,0.00051182862639442
1628,0.0005117963269319195
1551,0.0005111870681830647
701,0.0005106826854897126
1206,0.0005101552459342459
1146,0.0005098031701353349
1231,0.0005093428381311427
1612,0.00050897769811065
168,0.0005088198565556535
1315,0.0005087379414153192
982,0.0005087310098810902
543,0.0005087240712952215
719,0.0005086414223125936
2097,0.0005081023654883621
1595,0.000507757974803472
234,0.0005071865161791999
1326,0.0005071169394022475
1933,0.0005066894470952857
1333,0.0005063752565723503
208,0.0005061510478004074
637,0.0005049781433726522
12,0.0005048307158958098
1150,0.0005046403372609586
983,0.0005044634323518574
734,0.0005026152435939898
632,0.0005025762623527018
1179,0.000502552381549674
166,0.00050245879770726
88,0.000502280390607819
1266,0.0005018067025241508
250,0.0005014537184274694
534,0.0005013440201739807
399,0.0005012170248903876
1414,0.0005005433703062749
76,0.0005003439012586709
2198,0.0004998988850893376
1546,0.0004996051843353023
807,0.0004993999360487274
2233,0.0004992753872552699
1743,0.0004992233571090268
545,0.0004984655040190883
159,0.0004984505552835337
1096,0.0004982672912342203
1224,0.0004981285279866957
340,0.0004976605667786758
1734,0.0004974618561206006
279,0.0004969908375048284
1637,0.0004963715107938684
1286,0.0004957786948111264
1392,0.0004948928859543556
216,0.000493602231888223
154,0.0004934630848928699
867,0.0004931615805666554
1068,0.0004930795669447183
411,0.0004927959168463024
1329,0.0004922444564085974
96,0.000492224943884613
343,0.000492097731603973
2346,0.0004920235928998704
2312,0.0004917123856017473
1532,0.0004910435300576995
109,0.0004900122900739258
492,0.000489463520065617
1889,0.000489120479794675
1538,0.0004884420489647828
727,0.000488257012297281
646,0.00048780254148602834
1721,0.00048755690165356647
